chr	start	end	MB176	MB95	MB40	MB37	MB38	MB28	MB113	MB18	MB19	MB90	MB26	MB35	MB110	MB64	MB7	MB91	MB206	MB9	MB200	MB12	MB1M21	MB4M23	MB4M26	MB4M77	MB1M1
chr15	26003055	26004347	0.193679243864386	0.800554448876713	-0.482961853898655	0.729981915757005	0.188171880321179	-1.42872323815365	0.293849168363125	0.144749965887938	-0.594100194426114	-0.309706489065496	-2.17340438757715	-0.28648100605864	-0.132521418796714	1.33814935766757	0.106129126540748	0.77426690377379	-0.0663573460450981	-0.404810312143051	2.1247257537661	0.149896402196465	0.22222414565982	0.89412406432069	0.912630658850383	-0.589951035421949	1.31561985327029
chr15	26007354	26009802	0.665863838693074	1.3044401000192	0.763064931173878	0.756713639919536	1.4464213880797	-0.448529632327109	2.59828900301932	2.70746578030431	0.135851467266875	0.325832156041866	0.0807692819993071	0.998328822858988	1.62321631647977	2.26350604972694	0.583361569820023	2.09564936813728	2.20535505893586	2.09758069380911	3.26842378006719	2.10209125708187	0.62033304317989	0.899375066397689	0.166629921588714	1.93589146574231	-0.176598127640673
chr15	26012427	26015263	-1.30771701680015	1.09485660632576	-0.667382570213892	-0.0854222415125092	-0.264849785269446	-1.68198083514432	-0.137589770281585	0.066628822029613	-0.742198833415248	0.279259955063283	-2.30223091027247	-0.652858198177677	-0.928993934146614	0.735203640858277	-0.885587419468744	0.627760926023009	-0.0909643231046873	-0.760521765628095	-0.248515389519339	0.628366038379129	-0.239017877102647	-0.3854844164925	-1.43365429417581	-0.474425039596306	-0.871523457763996
chr15	26029266	26031477	-0.900542295038031	2.28833633574697	-0.892390791023257	1.35777244933024	0.415886220542001	0.357482023828923	1.00694746776965	1.16843563773074	-0.338924810433395	0.823732220000637	-0.603240559910651	-0.243729669519406	0.0158964984849798	0.651371642903354	-0.850802151567366	0.786476968505122	-0.558490450621314	0.20482530530457	1.54758572370204	1.53213249361227	-0.286984077362959	1.48191470750269	-0.705988400475382	-0.342243260286578	0.466386429119802
chr15	26034573	26035194	-0.17249982112618	2.12587549889176	-1.46905469402587	0.0142657958989666	-0.448796595632204	0.452487887921113	-0.195115446475786	0.00663937064829741	-0.436572881353789	-0.171484132799912	-0.658587985711766	-0.393731621712256	-0.144262616274301	-0.568055927237013	-0.851540447017552	-0.237954569973112	-0.374940340329974	0.23912499205515	0.49903189225497	0.705579129625326	0.277396293969978	0.0668772082238446	0.58187474093463	0.790953964321714	0.326648398424193
chr15	26037745	26038378	-0.959111804427505	1.70423525612268	0.252578665487481	-0.145788459254005	0.488489642990604	-0.285203214461835	0.507655054841327	-0.447730806433337	-0.58228550548429	0.422661600993631	-0.900434135821091	-0.51773419804454	-0.119747537224349	0.181738775290836	-0.877163591256706	-0.344501735014494	-0.0712060760534201	-0.522654092766253	0.699479358207169	0.790371448199496	-0.455774141259401	0.202358527108935	-0.321928094887362	0	0.0242651993445064
chr15	26038400	26040519	-1.27820658202159	2.52408503552854	-0.348635832022309	-0.49335188355659	0.0951146407747666	-1.18944584045932	1.34506830391777	-0.0786496956993844	0.265597761672171	1.46944353254611	-1.52889010466923	-1.23464387723572	-0.199532530113128	-0.805564595203035	-1.47883337418041	-0.50229225961544	-1.07063660591159	-0.551304585601907	1.6247657105231	2.45409627360091	-0.832867606795379	-1.12602851116122	-0.771762213680071	-0.259313364999134	0.308828699529569
chr15	26042340	26044763	0.923959573624094	3.01205621157689	-0.215789279909502	1.62861448618779	-0.129682204959798	0.145977918635211	3.06114235986208	0.345352233255848	-0.158681981627469	1.82907494169511	-2.07769304122982	-0.555112167478514	1.06860556098967	-0.200359440442677	-0.729571454969091	0.289170001026546	0.196208480047564	-0.0968646161742039	2.65542363552019	1.45065445643807	0.145562248730611	-0.594167926944781	-0.332488903226582	-0.468940264935266	-0.10285511147341
chr15	26056773	26057400	0.317089276176883	-0.574882075076797	-0.125698152201687	1.45471830652909	1.63220940375509	0.864563567560562	-0.105647578587294	-0.00502527734050124	0.440491552375387	1.01770429289917	-1.44054416630918	0.898885604699408	-0.261935889465398	0.803326773103222	-0.432481523042308	0.564419660022018	-0.590506727109758	0.176308492306624	0.538384624287649	-0.803176071950912	-0.354608909844518	-0.43268778216789	-0.459431618637297	0.0644051528312901	0.818384812485678
chr15	26092140	26093013	-0.459785138239587	0.786697416314655	-0.977068333292599	-0.727508291923921	-0.797039297615104	-0.780036313671554	0.483324679543939	-0.389239591451363	-0.437799658039826	-0.442480949832223	-1.13512693810327	-0.767304862032342	-1.35092494330199	-0.116307892500298	-1.08808748933408	-0.888567587627309	-0.70540377599095	-0.106552567007755	1.76238746629569	0.765456159222967	0.0926456549200085	-0.518085292497312	-0.404171392016379	0.356159411565461	-0.524921951718955
chr15	26093850	26095993	0.0816146049693665	2.05121435176994	-0.702408979622003	1.22467199000242	0.398220883212409	0.0354404642827909	0.766036833805707	0.28118430379172	-0.114982795517916	2.81101842798889	-1.71930279088728	0.88032642141012	0.336520370127082	0.295112391288631	0.736094986350469	1.28990269954479	-0.484581773018423	1.31322544782501	1.56436335296099	1.70655513747583	0.308862815854871	0.276637899017888	0.316365360203061	0.531059735064734	0.974857614273518
chr15	26104781	26106089	0.433675268856393	0.748097387213853	0.0383642694054239	1.33138539712965	1.02974308193812	0.409054685099439	0.229644118803904	-0.109187650745869	-1.10057951579672	0.694862671680742	-1.65640677309391	0.432346885012355	-0.36395651321675	1.45342970045238	-0.235017494051294	1.66775296921201	-0.72344026656388	0.59775785305133	-0.580873256403983	1.29137331717972	-0.557408656821794	-0.558920349251343	-0.993174217908965	-0.354333971239554	0.165566577284066
chr15	26106180	26108996	0.622496996368419	1.87094852454311	-0.239276823046357	2.53523798721352	2.00948403497522	0.804941000800144	0.819492331642739	1.67699246260933	0.406380472923159	2.40084833800438	-1.79192451050303	1.16832974491673	0.828089923796899	2.04946195919577	2.3858330307136	2.90183635872488	-0.925122585795234	1.51590357194021	1.08938525591003	2.720581425499	-0.659481888136488	0.433036516049921	0.0952527224390728	0.620017222633906	1.29073213479622
chr15	26177666	26179979	-0.164454495007242	2.78425029405408	1.36975256017508	1.73209283411951	1.725916146369	0.388080917260501	2.13712326105523	2.59140350071072	2.90421351217577	2.03110402366043	0.92346352272148	0.365417512444679	1.2640869741316	1.09909402565096	1.80769430372077	3.07289405811561	2.22923896134656	2.01979341147205	2.34453549728062	3.43432632265524	1.41405108465651	1.58252857184733	1.5783377613702	1.22339612748862	1.26585485052561
chr15	26192016	26194568	-1.70793229710686	3.29015090505133	-0.700619912227572	-0.288854215201353	-0.0777527785450872	-1.17461128454851	-0.631285924199049	1.36514835394579	-0.575149203249342	2.54159881322808	0.61596761700049	-0.811876656436444	0.590060825486847	0.670967931788615	0.211348086670912	2.34427333104691	0.270305729145046	3.27132710041125	-1.7455955610069	2.31491007816756	1.02401652873115	1.11033337795853	2.11504989863741	1.22722111872625	-0.0127576424426333
chr15	26194769	26195358	-1.72917024024403	1.00998794198127	-1.16169557593855	-0.779261598286035	-0.629368841274025	-0.820530606485302	-1.2193782768297	-0.447730806433337	-0.689200709400802	1.55098189167118	-1.14322655994481	-2.1596222848111	-0.727444759050114	-0.714120655747028	-0.106212156133168	0.499077075539551	-0.300904817663079	0.763191561094255	-1.20475589442081	0.476097283502558	-0.317098263715263	0.124894201667527	-0.791194515125626	-0.418780516494097	-0.420221446529591
chr15	26199188	26199820	-1.12361049416726	1.00777011080087	-0.295712123132572	0.345093815354592	-0.828015865365142	-1.66661103406123	-0.0295303536247348	1.6196330405687	-1.28521738337409	0.154942206192027	-1.43468721996218	-1.45337402179932	-0.597610541439981	-0.243939253131611	0.0658119562323713	-0.00303466643215917	0.464594987476779	1.30533322025707	-0.674160787117461	0.807846544374729	-0.216640786246757	0.874232130281449	-0.276113017189329	2.28978655896952	-0.176147977156281
chr15	26228787	26232255	-1.54062764640528	0.0438170811981434	1.1670941693326	1.45612547351979	1.24100273667503	2.60116147998633	1.28157083858469	1.28415046326053	-0.257941999921086	0.772165424101503	1.3253315259544	-1.26672871878111	0.91548188322838	2.82413821971956	1.47154006133172	3.25080692847565	1.88674530365469	0.659391168770052	-1.83191787703952	1.91385555354315	1.8839858655215	-0.725317134494507	1.1478849898617	1.98933132471412	-0.44415518361709
chr15	26261340	26262250	-1.03464516522857	0.197051766814662	-0.241496649722901	-0.405580197036559	-0.742939628036277	-0.555689303366114	-1.05081593508145	0.480595249805824	-1.22629555284611	-0.354168355929978	-0.544083177952728	-1.02560937593154	-0.9163248555359	1.19885102371676	0.915977642609055	1.72817620702966	0.58785682319852	-0.0263605011360527	-1.13718830690989	-0.463164938954366	-0.77777585434018	-0.0176502828890465	-0.0430233877529527	0.885414539480595	-0.379966755329964
chr15	26272586	26275721	-2.92201290591592	3.13496405603597	0.182075722590153	-1.53716408120901	0.0319116794059242	-1.35927251811037	-1.56535372493914	0.0584408606383302	-0.898778994838535	3.17819103104235	0.583618812883706	-1.29696512225836	-0.137013437546747	0.716045838601937	-1.40088035125438	-0.119339322068352	-1.47684285682	1.57755012308446	-1.43618747429326	2.55816010794479	0.724456246872239	-0.596988521686212	1.02622487968085	0.767789500088955	-0.128472179686512
chr15	26281360	26285099	0.0188975444482392	3.02256530983232	-0.590494123421411	0.560082380006272	0.285257216994772	-1.18413556528725	1.34956487023146	0.968648637532606	-2.12318180220414	3.06146309940402	0.38008811925959	-0.859489170791665	-0.555970012589876	0.133862329875432	-0.0390384279713478	1.10817946164892	1.78482126816582	3.83074696656645	-0.135408788541349	2.37680662498176	0.380294603973071	0.0938955892528492	1.55719983227858	0.837044810440419	-0.539168207025381
chr15	26295076	26298938	-1.28949149208786	2.38869819684255	-0.266973866304484	0.0541814236354409	1.15255672830924	-0.607212056654888	0.0298254908564584	0.305403366712146	0.361902983438512	3.56962858949741	1.98383428483527	-0.650701476846859	0.270499960182362	1.32500608277272	0.843349969762534	2.40032207179564	0.170812321297944	2.09868521917836	-0.477443045251567	2.13295248053457	1.43538152079593	0.811589779755206	1.71079810204145	-0.208070492610437	0.602617315984765
chr15	26304519	26319090	-1.9908770865958	4.03583610386157	0.226258717028031	-2.94653221186576	0.815308834343943	-3.21999936824041	-1.34520733160752	2.25450329818682	-0.37796902827842	3.48606386210935	1.8942102932794	-2.01702618509087	0.671332543082598	0.154028231539534	-0.474701268878642	1.63333287464794	-2.13368865874957	5.01140512941756	-2.06446589105157	2.46713206560024	1.76537583148739	2.41805246708189	3.62317928476883	2.21919917499182	-0.273323367607815
chr15	26324861	26330427	3.21122860079697	3.47760999600827	3.90058854052556	4.68433936407497	4.35206246513196	4.1306349455592	3.08448182428129	4.71037438053388	4.24068971113866	4.87746970881243	4.68397532083766	4.04598377487796	4.09817211850519	3.97405202852905	4.02465701670087	4.12235314723666	4.24632082406591	4.54969163134225	3.31033148839759	4.67698164986123	3.76718093564988	4.27450438799466	4.32374583594151	3.35032568428161	3.26557702974544
chr15	26330649	26333702	-1.65196779954318	2.65352233283767	-2.00553162270025	-2.13534389115383	-1.35852809432566	-1.91765505404549	-1.17853688355513	-0.134585707652903	-1.44453964761056	2.46296302721644	-0.458975662525352	-1.56974458397094	-1.24848298562874	-0.902488646135825	-2.39080242499322	-0.332881142552935	-1.50859231674015	3.59297556009312	-1.15046009985254	0.30876915444704	0.699029760615173	0.799385162083674	2.22142711066272	0.206904232579866	-0.840003688159229
chr15	26338487	26339530	-1.73466082172559	0.833291595750744	-2.21976449270822	-0.792344177437122	-1.22410192311578	-1.81765493247508	-1.64050805701185	-0.355087484885244	-1.64697128887495	0.533327271635502	-2.62723787951783	-1.18160362994224	-1.57939503716628	-1.05815909745174	-2.2048132156256	-1.70121153908145	-1.25223617392959	2.76791655090839	-1.77390546692349	-1.24077251761792	0.264624252377539	1.00112822436179	0.858246151276346	1.2479846188653	-0.472763381772187
chr15	26353964	26354965	-1.50468164109359	0.491787850335288	-0.385587584398525	-1.42669888677903	-1.03145684517338	-1.91287340978792	-1.36432173244907	-0.757328720328982	-1.1180414242295	0.692252005293883	2.14501840868627	-1.69480394366484	-0.919487356174799	-0.775204091475656	-1.63025828657529	-1.64457862654055	-1.23190562554809	0.105394435234084	-1.58237580519903	0.888701632686756	-0.552678704587709	-0.28068468872284	0.726404785826986	-0.200121426382124	-0.980368975742751
chr15	26368910	26372117	-2.34897282187209	2.47852912528497	-0.939348470183942	-0.185012373135495	-0.933019003396832	-2.02547360530489	-1.86726838345067	-0.558216742470086	-2.18940884004759	2.54115987246035	-1.87272534250539	0.789095276149162	-0.600265868930078	-0.697641075332927	-1.85400653413883	-0.897096049395614	-1.34323405323788	4.01371761357839	-1.45117005062845	0.815637210900303	0.398094084262647	0.130511259896159	0.883683841232498	0.785076468904403	-0.741660500915653
chr15	26372163	26398073	-2.86593420085913	4.81335739328661	-0.0543796567333665	-2.15071370134647	1.13469214638253	-3.26071930103658	-2.40643338758605	0.493225019326135	-2.22622951507943	4.34601121171634	0.0754035260082385	-1.58866601267703	1.23445439380009	-1.31857664432312	-2.19797865208517	-0.967231274524024	-1.80592209754414	5.54287001418141	-2.81365504504022	2.9954616133449	2.10611760560082	2.10563467866636	3.86797942987444	2.75312472630662	-1.37556287179602
chr15	26398411	26409803	-1.32246770621074	5.0597403340038	0.245447541635208	-1.27931636389799	1.36286251200741	-2.11627742222657	-2.2822522690503	1.11251145555274	-0.90845695519845	5.12861512779601	0.688639566357454	-1.49986826410052	1.29902651568449	0.324079890396803	-1.42242462112909	-0.0534312267441351	-0.972239139647918	5.33113324780127	-2.18808791314488	4.16133751635223	1.88493379076961	0.657520511509847	4.51674912082215	2.59740140096297	-0.424617398496674
chr15	26413821	26415191	-1.14969832100443	1.67301643055833	-0.94418630195756	-1.06981978695022	-0.747998090331568	-2.13921662095866	-1.27700476633246	-0.921319940119311	-1.32414788716229	2.26006191758047	-2.56184139270101	-0.90386811655482	-1.40734076164159	-0.918987437081796	-1.56071908126868	-1.123335744982	-0.908871267830035	0.820150274387778	-2.20886256374487	1.26039657403468	-0.0540638578814692	-0.877295209406628	-0.0832810892145623	-0.316172145940074	-0.430430715958977
chr15	26415351	26415975	-0.959111804427505	0.633572478101795	-1.67750805143369	-0.902833698088993	-1.17014683591903	-1.86335688700264	-1.29389279250813	-0.78243915602797	-0.906705760120356	1.97500291618589	-1.10635829545347	-1.03833652252047	-1.2619358894654	-0.277692843346461	-1.09286901729402	-0.356463484125029	-1.41657017014154	0.44472694486751	-1.20998858794312	0.276826896955187	-0.133846046372039	-0.602612783610203	0.336647068961174	-0.00299519025832156	-0.728689000185059
chr15	26416125	26417182	-1.39202430959159	0.719617518257762	-1.48316552221423	-0.823793992631346	-1.35746176798481	-1.48137725742312	-1.24766243288086	-0.946945390330926	-1.38841728382516	2.22324021006755	-1.39555357987797	-1.74235615615806	-0.558407012160661	-0.0860894331339855	-1.34764857203896	-1.26707921088104	-0.855627482205563	-0.274372595467965	-1.34758037191593	0.504776955288912	-0.469101357160313	-1.25251913804324	-0.364951482640315	-0.593267167977765	-0.53416392643633
chr15	26418778	26426031	-1.80025359477675	3.48904471484512	0.502036827270273	-0.825945483060231	0.828165689102246	-1.39542513006735	-2.23664988243408	0.16295529987682	-0.142361007972582	4.0062780343109	-0.601785565398468	-0.881149938119726	0.584003221317548	0.922643283079373	-0.835588620119586	1.59066599517074	-0.544094786088036	3.66127302527701	-1.93968663955832	2.89664709029113	0.565385258069951	0.639543602250912	2.20019284060276	0.317530745426348	-0.818671228102531
chr15	26432365	26434794	-1.4308469834	0.186720783808005	-0.321730172420993	-1.3317185082395	-0.860250043963965	-2.23808205347525	-2.02608645175449	-0.312217351267372	1.00385204039369	2.2779725839756	0.856819233221432	-2.14456610282922	-0.659768421661583	0.356910710096528	-1.97915207029177	-0.841043499711288	-1.78906300798677	0.895769406758761	-1.00948315601532	2.72667329314343	0.394338764199986	0.155515553033017	0.646197762659394	0.618522576315073	-0.102771746744929
chr15	26440919	26448012	0.446873581108006	3.91061917022447	0.234321620876886	-0.576088517383285	0.940320534967881	-2.23801387214454	-1.24007520879462	-0.252273027249833	0.315121845475725	4.27973943897423	0.584107492805988	1.45581079311438	1.13279452520499	1.62840299376504	-0.195676927925547	0.395427740050893	-1.09735658952444	2.67580339510115	0.477624776888311	2.72215801715352	1.37709950624908	0.875608137162477	3.3766380140012	1.0813464693432	-0.48708058120968
chr15	26457241	26457834	0.558426780081982	0.50938197110864	-1.50758304999138	-0.979700961500312	-0.405193259671973	-0.820088568015068	-1.38658731787804	0.874939495170531	-0.716680800546524	0.445864430385162	0.285616738859069	-0.392678832298254	-0.0994135364370716	0.00847778622449072	-0.557145195172669	0.558190957590885	-0.885885237065906	2.07848682899397	-0.881331562192814	0.252086576831305	1.18808204851532	1.04923475380978	1.35105449272614	0.716481849410983	-0.728689000185059
chr15	26479940	26481193	-1.66267638784162	2.10388364654921	0.497629190407305	-0.530993367756973	0.0586441276654779	-1.67186531028413	-1.25343046047189	1.07019202718593	2.39636360993993	1.94186589536535	-0.27111215834622	0.0855087915962467	0.16325561969003	0.516272409425709	-0.834762919008031	-0.0637816184661606	1.27612682251114	2.56105308694251	-0.280063512083807	1.87946535505217	1.21518084707513	0.90553730002467	2.18471253248834	1.19533109091448	-1.16237532025734
chr15	26487421	26488485	-1.3689558263587	-0.616794250672524	-0.285190628654931	-0.847427365613768	-0.633400038676289	-1.97287441100373	-1.29673446775073	-0.851476154684171	-0.388417283825161	-1.11249225037686	-0.647176670916832	-1.7665661306634	-1.55265239397755	1.24249657534616	-1.55952876933625	1.66834169956005	-0.995017676672932	-0.330567020060649	-1.10639474827819	-0.647226138156138	-0.140345933724888	-1.12602851116122	0.318079256486788	-0.424705420478551	-1.03949512454871
chr15	26504855	26505866	-1.44620574592862	1.59619947266167	-1.73185139392021	-0.229053517843111	-0.293466256097914	-1.81724365358532	-0.749892993528484	-0.246346651226866	-0.175286316577218	1.42550499388981	-1.14680606257558	-1.05627425756691	0.18303241100327	0.258130041121318	-1.09169134887565	-0.864226737880259	-1.40069670720042	0.715674516985855	-0.826244271167082	1.24881252078559	0.873841769072956	1.0557117887217	2.62759554066383	1.37591646504287	-0.816699480568079
chr15	26538900	26539582	-1.2221462102613	0.786697416314655	-0.119667560123982	1.85205380407448	-1.02799532044351	0.180290429931016	-0.636675261813033	0.506269987004624	-0.641468342650813	1.14833198459921	-1.84286724522742	0.756184553616229	-1.06319984538996	-0.46137255892639	-0.558267367702557	0.499077075539551	0.0950238586680604	0.764764838894369	-1.23922861934888	-0.0622636374349823	1.36097364139737	1.27214430383055	0.433556473906724	0.815025211589197	-0.0952457640852725
